"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"EPPK1","8",1,144940158,144947421,7263,5.26e-05,0.000100264,2.84e-06,656,1247,31,558.2742996,1064.767776,30.5809573,-2.564097204,-2.731578168,-0.075062396,4.95e-21,0.001368596,0.998631404,"ENSG00000261150",83481
"EPS8L1","19",19,55587812,55598982,2172,1.97e-05,3.79e-05,2.16e-06,137,286,16,169.7239003,324.7799873,25.53670631,1.557195035,1.052518179,1.869414812,2.75e-08,0.90456939,0.095430582,"ENSG00000131037",54869
"EPS8L2","11",20,709407,726981,2148,1.73e-05,3.22e-05,2.16e-06,142,277,9,140.070931,254.2832627,24.10540685,-0.101048596,-0.696791345,3.047648603,0.001827008,0.997138159,0.001034833,"ENSG00000177106",64787
"EPS8L3","1",18,110293012,110304371,1785,7.49e-06,1.76e-05,2.2e-06,87,217,12,88.03086704,196.270475,29.56521433,0.068113914,-0.723731918,3.200019071,0.000100217,0.999342891,0.000556892,"ENSG00000198758",79574
"EPSTI1","13",13,43462385,43566301,1233,4.94e-06,1.19e-05,1.21e-06,63,145,24,59.40082091,136.1628416,18.14819365,-0.289505476,-0.370426383,-1.360701878,1.35e-18,0.000378545,0.999621455,"ENSG00000133106",94240
"EPX","17",12,56270207,56281784,2148,1.07e-05,2.85e-05,2.16e-06,135,340,19,122.875954,319.6496377,28.81550647,-0.678050263,-0.556739793,1.811295268,6.21e-10,0.845494365,0.154505635,"ENSG00000121053",8288
"EPYC","12",6,91357932,91396342,969,3.29e-06,8.39e-06,8.16e-07,43,128,8,38.56027334,94.09871648,11.17564993,-0.443236999,-1.709387863,0.940991966,5.05e-05,0.667576989,0.332372482,"ENSG00000083782",1833
"EQTN","9",8,27284720,27297053,885,3.2e-06,7.17e-06,5.67e-07,34,121,10,36.34960656,78.03446779,8.890537157,0.241599106,-2.378994052,-0.368585737,1.33e-07,0.11207055,0.887929317,"ENSG00000120160",54586
"ERAL1","17",10,27182052,27187571,1314,5.88e-06,1.32e-05,1.22e-06,61,144,12,70.762655,154.2467427,18.00648474,0.719474164,0.403545536,1.40215375,1.04e-06,0.783374198,0.216624761,"ENSG00000132591",26284
"ERAP1","5",19,96098903,96139629,2847,1.09e-05,2.47e-05,2.31e-06,144,322,29,129.4503904,285.0947864,33.65734111,-0.792772987,-1.069077901,0.795221008,9.99e-18,0.032279027,0.967720973,"ENSG00000164307",51752
"ERAP2","5",18,96215389,96253309,2883,9.88e-06,2.38e-05,2.26e-06,136,328,33,118.4407159,274.5500273,32.87906888,-1.000244446,-1.57780512,-0.020891423,3.18e-22,0.001008209,0.998991791,"ENSG00000164308",64167
"ERBB3","12",28,56474084,56495839,4029,1.57e-05,4.13e-05,3.99e-06,194,394,20,185.7648029,470.856557,56.45506425,-0.374577664,1.73242064,4.806137049,4.36e-06,0.9999955,1.41e-07,"ENSG00000065361",2065
"ERC1","12",18,1137069,1599396,3351,1.17e-05,3.23e-05,3.35e-06,165,304,13,135.719285,363.7619209,43.92290771,-1.558153088,1.532612068,4.621942019,0.004123883,0.995875579,5.37e-07,"ENSG00000082805",23085
"ERCC1","19",8,45916805,45926632,972,5.36e-06,1.08e-05,7.59e-07,58,116,7,58.45968952,113.1477162,10.94852263,0.037272305,-0.131156188,1.182079042,0.000286883,0.793158681,0.206554436,"ENSG00000012061",2067
"ERCC2","19",23,45854886,45873798,2283,1.47e-05,3.25e-05,2.01e-06,170,317,23,156.0143268,333.573046,29.37775792,-0.694147031,0.44383562,1.16559696,3.14e-13,0.25379132,0.74620868,"ENSG00000104884",2068
"ERCC3","2",15,128015171,128051657,2349,1.1e-05,2.5e-05,2.52e-06,115,245,14,129.2457008,285.5653921,34.14632183,0.776828499,1.174138802,3.415179891,2.06e-05,0.999757424,0.000222025,"ENSG00000163161",2071
"ERCC4","16",11,14014022,14042204,2751,1.17e-05,2.89e-05,2.1e-06,133,363,19,133.7904948,323.9376485,27.53128107,0.04236807,-1.061560395,1.610611397,3.33e-10,0.733032262,0.266967737,"ENSG00000175595",2072
"ERCC5","13",15,103498616,103528253,3561,1.53e-05,3.38e-05,2.55e-06,180,407,15,175.7134317,382.7892422,34.58134288,-0.200474932,-0.605265262,3.298459907,4.65e-06,0.999615771,0.000379581,"ENSG00000134899",2073
"ERCC6","10",20,50666860,50741010,4482,1.7e-05,4.15e-05,4.03e-06,217,510,29,198.0867484,471.8278904,53.41550478,-0.833084579,-0.859549149,3.309190662,5.01e-13,0.999261099,0.000738901,"ENSG00000225830",2074
"ERCC6L2","9",14,98638287,98729002,2139,7.18e-06,1.87e-05,2.03e-06,107,196,10,81.52670149,207.523681,28.08248106,-1.748979597,0.391268198,3.380103313,0.001555907,0.998179715,0.000264378,"ENSG00000182150",375748
"ERCC8","5",12,60170441,60240835,1191,3.73e-06,9.96e-06,1.05e-06,50,138,14,46.78795562,116.9788823,16.73159744,-0.291114147,-0.950644457,0.661511951,8.57e-09,0.281056491,0.718943501,"ENSG00000049167",1161
"EREG","4",5,75231025,75250525,510,2.2e-06,4.99e-06,5.33e-07,26,70,6,26.07903603,57.26909865,8.029837192,0.009595125,-0.822839922,0.709573706,0.000400111,0.63345352,0.366146369,"ENSG00000124882",2069
"ERGIC3","20",14,34129846,34145275,1167,6.22e-06,1.27e-05,1.43e-06,64,99,8,74.2809918,145.7941263,21.70274014,0.739512471,1.895560043,2.913666505,0.003859077,0.994404724,0.001736199,"ENSG00000125991",51614
"ERI1","8",7,8860573,8887544,1050,4.67e-06,1.02e-05,9.25e-07,56,135,7,38.15998287,90.02471284,11.94164476,-1.790361541,-2.318513276,1.416540932,0.000454685,0.867074885,0.13247043,"ENSG00000104626",90459
"ERI2","16",9,20809045,20817752,2076,6.43e-06,1.63e-05,1.29e-06,24,70,8,29.54377888,64.05911507,11.6107727,0.632299005,-0.363058634,1.049685666,6.39e-05,0.717244337,0.282691779,"ENSG00000196678",112479
"ERICH1","8",6,614602,681161,1332,8.46e-06,1.53e-05,8.58e-07,122,252,14,96.11455141,172.7579299,11.87316804,-1.636856529,-2.948855503,-0.611419921,1.39e-10,0.027971373,0.972028627,"ENSG00000104714",157697
"ERLEC1","2",14,54014347,54045106,1452,5.96e-06,1.32e-05,1.47e-06,60,144,9,71.847037,152.0042429,21.46468224,0.866472603,0.317545961,2.665070318,0.000679063,0.995056887,0.00426405,"ENSG00000068912",27248
"ERMAP","1",10,43296119,43308903,1428,5.97e-06,1.42e-05,1.01e-06,63,163,9,68.20557642,157.939692,15.18975752,0.390758681,-0.196945961,1.573214319,5.81e-05,0.889182912,0.110759033,"ENSG00000164010",114625
"ERMARD","6",18,170151753,170181609,2037,8.17e-06,1.96e-05,1.99e-06,112,272,19,95.00163685,217.7563149,28.42236163,-1.081162427,-1.797961778,1.750730696,5.17e-10,0.815863864,0.184136135,"ENSG00000130023",55780
"ERMN","2",4,158177782,158183991,894,2.67e-06,7.08e-06,6.12e-07,39,101,5,31.6942373,81.08330084,8.41117219,-0.804497375,-1.081852658,1.16510522,0.003101525,0.818427462,0.178471013,"ENSG00000136541",57471
"ERMP1","9",15,5787143,5833027,2715,1.22e-05,2.74e-05,2.05e-06,130,310,12,119.9043697,273.9355196,27.45687653,-0.571562903,-1.065791434,2.922037982,4.55e-05,0.998228722,0.001725778,"ENSG00000099219",79956
"ERN2","16",22,23702151,23724652,2925,1.66e-05,3.53e-05,2.93e-06,156,380,29,176.2493061,369.0539997,40.11770927,0.945574524,-0.278693584,1.738749234,1.79e-15,0.517166148,0.482833852,"ENSG00000134398",10595
"ERP27","12",7,15067668,15091442,822,3.15e-06,7.27e-06,5.11e-07,56,104,10,38.47977291,84.91690529,8.670721849,-1.750947164,-1.012903453,-0.447175428,1.11e-07,0.100851007,0.899148883,"ENSG00000139055",121506
"ERRFI1","1",3,8073269,8075679,1389,5.31e-06,1.28e-05,8.52e-07,67,145,4,61.448297,146.7663913,10.90577028,-0.43905661,0.071316852,2.071446263,0.046551582,0.928881632,0.024566785,"ENSG00000116285",54206
"ERV3-1","7",1,64451589,64453404,1815,6.76e-06,1.61e-05,1.24e-06,89,203,11,70.42123293,167.2224877,13.21826267,-1.372507194,-1.353253313,0.604387462,4.31e-07,0.373833951,0.626165618,"ENSG00000213462",2086
"ERVFRD-1","6",1,11103926,11105543,1617,6.09e-06,1.57e-05,1.13e-06,36,124,6,62.13125863,159.5515672,11.83059838,2.055203486,1.376654706,1.679188494,0.002428346,0.927902061,0.069669593,"ENSG00000244476",405754
"ERVW-1","7",1,92098078,92099695,1617,5.49e-06,1.55e-05,1.02e-06,63,146,5,62.61434,175.6269463,11.94388979,-0.030214624,1.093470711,1.990304869,0.013567172,0.955187202,0.031245627,"ENSG00000242950",30816
"ESD","13",8,47345550,47365548,849,2.33e-06,6.23e-06,8.49e-07,28,81,7,29.11949447,72.44555702,12.62416808,0.128610913,-0.491588918,1.568001967,0.000611692,0.90368958,0.095698727,"ENSG00000139684",2098
"ESF1","20",13,13695520,13763786,2556,7.79e-06,2.1e-05,1.85e-06,97,270,7,92.07139471,239.0421393,25.76501418,-0.318428221,-0.979378883,3.662042921,0.084445279,0.915471185,8.35e-05,"ENSG00000089048",51575
"ESM1","5",3,54275159,54281345,555,3.01e-06,6.49e-06,3.65e-07,32,45,3,35.337235,74.8041419,5.39704018,0.348032137,1.685505442,1.022085453,0.026176218,0.787958926,0.185864856,"ENSG00000164283",11082
"ESPN","1",13,6485015,6520206,2565,2.56e-05,4.33e-05,1.56e-06,119,283,7,157.802469,277.2364452,16.22212052,1.914927057,-0.169310972,2.268123289,0.002553841,0.982377837,0.015068321,"ENSG00000187017",83715
"ESPNL","2",9,239009060,239040373,3018,2.35e-05,4.64e-05,1.67e-06,206,387,15,186.5405999,365.960853,15.73719084,-0.883267476,-0.53793056,0.184079756,3.88e-10,0.095933155,0.904066845,"ENSG00000144488",339768
"ESR2","14",8,64699854,64749703,1593,8.36e-06,1.81e-05,1.14e-06,118,211,13,98.068218,208.8994408,16.22917594,-1.247760942,-0.071087162,0.79402313,5.15e-08,0.391979443,0.608020505,"ENSG00000140009",2100
"ESYT1","12",31,56522103,56537646,3345,1.47e-05,3.55e-05,4.01e-06,147,362,22,171.7504381,401.3648071,57.21619408,1.170800268,0.961069701,4.611823226,2.14e-07,0.999999348,4.38e-07,"ENSG00000139641",23344
"ESYT2","7",22,158526897,158622253,2682,1.66e-05,3.38e-05,2.28e-06,118,262,10,147.725633,302.2827489,32.62182385,1.516184985,1.133256909,3.923405894,0.008440951,0.991536105,2.29e-05,"ENSG00000117868",57488
"ESYT3","3",23,138153640,138195696,2661,1.24e-05,2.89e-05,2.66e-06,123,308,23,132.6366056,301.142653,37.44229091,0.518730276,-0.193278444,2.338000385,2.43e-11,0.962750698,0.037249302,"ENSG00000158220",83850
"ETFA","15",12,76508899,76603729,1002,3.52e-06,9.13e-06,1.13e-06,33,78,6,39.64100058,96.40162617,16.1558487,0.653898885,0.916707026,2.502885775,0.012927273,0.979861855,0.007210873,"ENSG00000140374",2108
"ETFB","19",5,51848464,51857892,1041,5.46e-06,1.17e-05,6.57e-07,64,119,5,59.40364227,125.3772988,8.80368238,-0.369706393,0.278576083,1.269877214,0.003716163,0.846731413,0.149552424,"ENSG00000105379",2109
"ETFDH","4",13,159593608,159629679,1854,6.27e-06,1.57e-05,1.43e-06,78,200,14,76.496809,183.3788452,21.66457483,-0.106547115,-0.600349761,1.631182921,1.63e-07,0.846807838,0.153191998,"ENSG00000171503",2110
"ETHE1","19",7,44011001,44031329,765,4.25e-06,9.93e-06,5.79e-07,40,65,4,42.6162288,97.02711547,8.210613944,0.248449379,1.590332179,1.455617578,0.016175186,0.884380272,0.099444542,"ENSG00000105755",23474
"ETNK2","1",8,204101311,204120980,1161,7.66e-06,1.51e-05,9.69e-07,60,84,5,46.78509863,95.78874547,10.31770724,-1.197731717,0.589151472,1.639919397,0.007118854,0.920754366,0.07212678,"ENSG00000143845",55224
"ETNPPL","4",13,109663639,109684054,1500,5.73e-06,1.33e-05,1.18e-06,83,130,9,69.60909935,154.4037504,18.55811386,-0.99500711,0.960605209,2.197834543,0.000225469,0.979777728,0.019996803,"ENSG00000164089",64850
"ETV2","19",6,36133362,36135754,1029,9.36e-06,1.68e-05,1.02e-06,44,86,4,78.26357864,139.340215,9.983254846,2.40105622,2.210206452,1.875819912,0.032896798,0.926872871,0.040230332,"ENSG00000105672",2116
"ETV3L","1",5,157062440,157069315,1086,5.05e-06,1.1e-05,9.22e-07,57,119,9,55.80016563,119.9024293,12.05249888,-0.099575249,0.040308962,0.870976944,1.21e-05,0.598257045,0.401730872,"ENSG00000253831",440695
"ETV4","17",12,41605886,41622985,1455,8.44e-06,1.7e-05,1.63e-06,81,154,8,90.15314067,179.1497089,20.75061078,0.597625522,0.91905438,2.772714988,0.00270291,0.994402078,0.002895012,"ENSG00000175832",2118
"ETV7","6",8,36334421,36355318,1026,5.96e-06,1.22e-05,1.19e-06,64,121,13,62.03296341,125.2188914,14.95688024,-0.154828676,0.184408411,0.501225808,2.01e-08,0.245599352,0.754400627,"ENSG00000010030",51513
"EVA1A","2",2,75720361,75745266,459,2.84e-06,6.66e-06,2.37e-07,28,61,2,32.980791,76.3294815,3.5188605,0.537671684,0.858218251,0.802059429,0.061811031,0.721999936,0.216189033,"ENSG00000115363",84141
"EVC","4",21,5713107,5812764,2979,1.82e-05,3.65e-05,2.56e-06,180,391,17,170.2553158,338.2740765,32.55676726,-0.462985741,-1.402187463,2.700775036,8.01e-08,0.994773582,0.005226337,"ENSG00000072840",2121
"EVC2","4",22,5564574,5710240,3927,1.98e-05,4.22e-05,3.44e-06,244,558,37,201.6579461,423.3213762,44.84389983,-1.848477803,-3.201695034,1.160299412,1.05e-21,0.02782584,0.97217416,"ENSG00000173040",132884
"EVI2A","17",2,29645320,29647449,780,2.57e-06,6.71e-06,4.27e-07,48,98,7,29.75981085,76.41212004,5.593728633,-2.072830352,-1.20793986,-0.588990258,8.69e-06,0.17798262,0.822008691,"ENSG00000126860",2123
"EVI5","1",18,92979212,93257951,2433,7.7e-06,2.05e-05,2.29e-06,91,239,15,93.41989733,236.2667846,32.73760563,0.155212677,-0.086973419,3.070868633,2.33e-06,0.998976692,0.001020977,"ENSG00000067208",7813
"EVPL","17",22,74003183,74023279,6102,3.95e-05,8.56e-05,4.47e-06,387,879,30,421.0731097,903.0285099,52.36620552,1.029395668,0.391104112,3.061656367,6.49e-14,0.99720216,0.00279784,"ENSG00000167880",2125
"EVPLL","17",9,18284251,18291562,906,6.47e-06,1.39e-05,1.09e-06,47,77,11,46.6918736,98.09622474,9.773207222,-0.027955212,1.041825447,-0.388724844,2.73e-08,0.085818228,0.914181744,"ENSG00000214860",645027
"EVX1","7",3,27282649,27286044,1224,1.38e-05,2.24e-05,6.67e-07,76,127,7,123.110962,199.9797015,7.159522415,2.632227103,2.524210717,0.059056725,2.93e-05,0.334193746,0.665776951,"ENSG00000106038",2128
"EXD1","15",10,41476128,41522704,1545,4.91e-06,1.25e-05,1.24e-06,72,182,19,59.20000944,143.8288311,17.97466856,-1.03133135,-1.556787467,-0.239565086,2.03e-13,0.015955947,0.984044053,"ENSG00000178997",161829
"EXD2","14",8,69676187,69707817,1866,7.3e-06,1.82e-05,1.36e-06,62,163,13,65.8211029,159.5286435,14.21475303,0.291981472,-0.134431748,0.319159689,1.11e-08,0.17935194,0.820648049,"ENSG00000081177",55218
"EXD3","9",21,140201401,140289809,2631,1.81e-05,3.64e-05,2.11e-06,174,363,16,156.5082247,308.1897785,23.69720203,-0.86679301,-1.527104358,1.566296684,1.19e-08,0.779240538,0.22075945,"ENSG00000187609",54932
"EXO1","1",13,242013727,242052902,2541,9.33e-06,2.24e-05,1.91e-06,122,308,17,110.6081323,258.5472771,27.03074831,-0.671509477,-1.504306923,1.911146498,9.25e-09,0.90731913,0.092680861,"ENSG00000174371",9156
"EXO5","1",1,40980216,40981338,1122,3.65e-06,8.86e-06,4.95e-07,38,103,5,41.79878,100.8387447,6.03229578,0.364260246,-0.105273216,0.416344217,0.000872651,0.56057945,0.438547898,"ENSG00000164002",64789
"EXOC1","4",18,56724489,56770661,2685,7.79e-06,2.25e-05,2.49e-06,99,207,9,94.26528885,257.511054,34.98070495,-0.302320073,1.539590828,4.35137364,0.096664204,0.903333069,2.73e-06,"ENSG00000090989",55763
"EXOC2","6",27,486670,637818,2775,1.13e-05,2.59e-05,2.9e-06,138,250,15,136.0085933,298.3544936,43.15887999,-0.10585826,1.369263588,4.245902712,0.000114966,0.999881241,3.79e-06,"ENSG00000112685",55770
"EXOC3L1","16",13,67218296,67223579,2241,1.52e-05,3.1e-05,2.13e-06,110,283,18,146.1584112,302.0304977,25.56685966,1.854158134,0.535600856,1.48240435,7.64e-10,0.673750144,0.326249855,"ENSG00000179044",283849
"EXOC3L4","14",11,103566556,103576560,2169,1.99e-05,3.77e-05,1.78e-06,106,235,12,136.40568,258.7647188,15.83589601,1.613943018,0.722597194,0.95485011,3.13e-07,0.529923455,0.470076232,"ENSG00000205436",91828
"EXOC4","7",18,132937857,133749281,2925,1.16e-05,2.78e-05,2.46e-06,138,326,12,136.2405889,316.3202934,34.86369461,-0.093446017,-0.266204168,3.835742636,0.000726958,0.99924068,3.24e-05,"ENSG00000131558",60412
"EXOC6","10",22,94608290,94818112,2415,7.47e-06,2.01e-05,2.52e-06,89,208,10,87.11329155,223.4943314,35.89695469,-0.125317697,0.506938402,4.281634875,0.028160635,0.971835491,3.87e-06,"ENSG00000138190",54536
"EXOC7","17",20,74079728,74099773,2208,1.28e-05,2.67e-05,2.04e-06,122,203,10,124.884188,264.2382936,25.75374617,0.160000412,1.8426448,3.075058071,0.000651393,0.998425122,0.000923485,"ENSG00000182473",23265
"EXOG","3",6,38537858,38565853,1107,4.64e-06,1.12e-05,8.88e-07,50,131,12,55.096634,128.879349,12.57933122,0.425667061,-0.091370099,0.161803464,2.86e-08,0.163975947,0.836024025,"ENSG00000157036",9941
"EXOSC1","10",8,99196201,99205742,588,3.22e-06,7e-06,7.73e-07,23,71,11,39.805599,82.7169778,12.10558456,1.651320546,0.63013672,0.314766773,1.88e-07,0.247254023,0.752745789,"ENSG00000171311",51013
"EXOSC10","1",25,11126774,11159888,2658,1.22e-05,2.74e-05,2.96e-06,150,296,19,146.1992702,315.1586477,43.30508988,-0.19486794,0.527856247,3.658620923,1.66e-07,0.999923522,7.63e-05,"ENSG00000171824",5394
"EXOSC2","9",9,133569178,133579161,882,3.82e-06,9.09e-06,8.38e-07,44,96,6,46.34468878,105.206051,13.13322128,0.213518165,0.439007243,1.949798514,0.004089806,0.960095369,0.035814825,"ENSG00000130713",23404
"EXOSC4","8",3,145133631,145135504,738,4.96e-06,1.1e-05,7.31e-07,43,84,3,50.09905036,112.9679749,8.713149959,0.621777286,1.333083211,1.917245359,0.099450175,0.866122543,0.034427281,"ENSG00000178896",54512
"EXOSC5","19",6,41892537,41903233,708,4.84e-06,1e-05,4.31e-07,54,100,5,52.42715535,104.5696554,6.561114907,-0.134665348,0.218575384,0.603720223,0.001192557,0.628610763,0.37019668,"ENSG00000077348",56915
"EXOSC7","3",8,45017769,45052831,876,4.28e-06,9.51e-06,8.38e-07,42,108,5,46.7798033,101.6578286,12.05118058,0.433241447,-0.307670628,2.012040535,0.014139529,0.956328931,0.02953154,"ENSG00000075914",23016
"EXOSC8","13",11,37574942,37583436,831,3.04e-06,7.09e-06,7.96e-07,25,80,9,36.80543841,80.15199586,12.7138137,1.206356338,0.008304297,1.031743965,1.76e-05,0.679899336,0.320083079,"ENSG00000120699",11340
"EXOSC9","4",13,122722579,122738011,1371,4.56e-06,1.26e-05,1.36e-06,56,161,12,52.39427424,139.9762903,19.27089134,-0.308816672,-0.869157306,1.640689595,1.87e-06,0.87700996,0.122988169,"ENSG00000123737",5393
"EXPH5","11",6,108380263,108464263,5970,1.98e-05,4.7e-05,3.2e-06,228,659,34,226.672602,534.581841,38.72420051,-0.054657751,-2.632045039,0.752015472,5.76e-21,0.010668186,0.989331814,"ENSG00000110723",23086
"EXT2","11",14,44117802,44265837,2256,1e-05,2.43e-05,1.95e-06,122,251,15,111.39034,267.5380376,26.78902109,-0.623201937,0.494546008,2.256259287,2.46e-07,0.975673722,0.024326032,"ENSG00000151348",2132
"EXTL1","1",11,26349137,26361838,2031,1.02e-05,2.31e-05,1.29e-06,116,228,18,110.3756727,245.5744774,17.25666069,-0.331880083,0.548539304,-0.177254957,1.18e-12,0.02326237,0.97673763,"ENSG00000158008",2134
"EXTL2","1",4,101339497,101354313,993,3.07e-06,8.11e-06,7.8e-07,27,94,8,36.38401365,93.36706662,10.36460607,0.96445646,-0.032038728,0.727565495,3.16e-05,0.565077561,0.434890859,"ENSG00000162694",2135
"EXTL3","8",5,28573576,28608383,2760,1.51e-05,3.5e-05,1.62e-06,174,302,6,172.744258,398.3315191,20.43327346,-0.059228876,2.360817688,3.162901381,0.061280486,0.938025332,0.000694182,"ENSG00000012232",2137
"EYS","6",40,64430491,66205303,9435,2.92e-05,7.47e-05,5.94e-06,87,222,14,59.81826467,153.4667377,16.6754802,-2.178762241,-2.705895488,0.649011334,8.21e-09,0.275007676,0.724992316,"ENSG00000188107",346007
"EZH1","17",19,40854549,40880959,2244,7.83e-06,2.17e-05,2.41e-06,85,100,12,92.81126939,247.1654924,34.52883938,0.502655863,4.578556113,3.797847977,0.000641438,0.999319822,3.87e-05,"ENSG00000108799",2145
"F11","4",14,187188290,187209768,1878,8.54e-06,1.83e-05,1.65e-06,93,229,30,101.3294565,210.5599397,24.35227392,0.51298002,-0.621572555,-1.133687902,1.91e-22,0.000104379,0.999895621,"ENSG00000088926",2160
"F11R","1",10,160968660,160990863,900,3.86e-06,9.47e-06,9.61e-07,37,103,9,47.9580901,111.442687,15.08332689,0.980964645,0.391175828,1.55160897,5.54e-05,0.883429694,0.116514877,"ENSG00000158769",50848
"F12","5",14,176829292,176836528,1848,1.55e-05,2.9e-05,1.7e-06,96,193,12,145.5957001,267.6779214,20.73270928,2.548115894,2.232555517,1.899812185,3.46e-06,0.939877692,0.060118844,"ENSG00000131187",2161
"F13A1","6",14,6145851,6318897,2199,9.85e-06,2.35e-05,1.88e-06,115,252,10,116.4839348,269.8539894,26.97184268,0.085235624,0.531603159,3.23715372,0.001027361,0.998492486,0.000480153,"ENSG00000124491",2162
"F13B","1",12,197008507,197036353,1986,6.14e-06,1.6e-05,1.44e-06,79,192,11,73.88146965,184.1727322,21.08157525,-0.369170484,-0.282108282,2.175036484,2.13e-05,0.976011651,0.023967023,"ENSG00000143278",2165
"F2R","5",2,76012132,76029328,1278,6.21e-06,1.36e-05,5.44e-07,53,113,3,65.48034847,140.6226459,6.427785032,0.956138395,1.139340228,1.339283634,0.041238488,0.844266417,0.114495095,"ENSG00000181104",2149
"F2RL1","5",2,76115007,76129626,1194,4.47e-06,1.03e-05,6.21e-07,53,110,5,48.79295028,113.0343651,7.537367178,-0.373377912,0.139599534,0.915510168,0.002022517,0.739989939,0.257987544,"ENSG00000164251",2150
"F2RL2","5",2,75913406,75919055,1125,3.76e-06,9.55e-06,4.05e-07,58,132,8,43.406853,109.0485026,5.42133936,-1.37315444,-1.07502279,-1.09706043,7.37e-07,0.083733576,0.916265687,"ENSG00000164220",2151
"F2RL3","19",2,17000000,17001432,1158,9.81e-06,1.82e-05,5.12e-07,103,172,4,86.81294623,160.8618348,4.81698518,-1.077022826,-0.429541381,0.36873652,0.003022354,0.587961871,0.409015775,"ENSG00000127533",9002
"F5","1",25,169483550,169555624,6675,2.2e-05,5.63e-05,4.6e-06,280,712,24,258.70441,644.4440697,61.97754443,-0.820800187,-1.301628719,4.778585513,4.69e-08,0.999999795,1.58e-07,"ENSG00000198734",2153
"F7","13",9,113760155,113773322,1401,1.01e-05,2.01e-05,1.23e-06,83,194,10,102.0809925,199.1406787,15.81745062,1.17078763,0.178179866,1.44895254,1.33e-05,0.838878391,0.161108295,"ENSG00000057593",2155
