"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"CCAR1","10",24,70482261,70551023,3453,1.08e-05,3.13e-05,4.06e-06,114,225,8,129.0198246,354.0849727,54.40876671,0.819757473,3.355354814,6.232399611,0.99874622,0.00125378,5.16e-14,"ENSG00000060339",55749
"CCAR2","8",20,22463286,22477195,2772,1.26e-05,3.11e-05,2.32e-06,194,306,5,139.4763674,332.9195714,31.84822136,-2.862091884,0.721631277,4.712621687,0.960454889,0.039545081,2.95e-08,"ENSG00000158941",57805
"CCDC22","X",17,49092096,49106722,1884,9.28e-06,2.5e-05,2.03e-06,63,133,0,56.4867698,142.3178248,15.53480257,-0.537245139,0.38203244,3.904294114,0.995198908,0.004800606,4.86e-07,"ENSG00000101997",28952
"CCDC6","10",9,61552674,61666182,1425,8.55e-06,1.69e-05,1.36e-06,77,97,2,100.686818,195.2383184,19.19015428,1.463422035,3.438862371,3.887139894,0.967799856,0.03219801,2.13e-06,"ENSG00000108091",8030
"CCDC88A","2",32,55518846,55646215,5613,1.68e-05,4.44e-05,5.28e-06,214,449,5,190.4224628,480.2955694,68.61666137,-1.059224655,0.698466227,7.607566523,0.999999956,4.39e-08,8.71e-23,"ENSG00000115355",55704
"CCNA2","4",8,122738792,122744783,1299,5.89e-06,1.27e-05,1.09e-06,51,81,0,62.77076121,135.512068,15.26058059,0.92103307,2.290447423,3.869681425,0.99468305,0.005316327,6.23e-07,"ENSG00000145386",890
"CCNC","6",12,99991430,100016403,852,2.44e-06,6.38e-06,9.07e-07,33,31,0,29.73325468,70.49172043,13.58780031,-0.371401948,2.300665528,3.651440816,0.990104534,0.009892619,2.85e-06,"ENSG00000112237",892
"CCND2","12",5,4383206,4409175,870,5.13e-06,1.11e-05,6.18e-07,51,56,0,60.190127,128.1922037,9.09791267,0.734359091,3.118716885,2.987862328,0.949000818,0.050836062,0.000163119,"ENSG00000118971",894
"CCND3","6",5,41903677,41909387,879,5.06e-06,1.2e-05,6.69e-07,57,78,0,52.61878328,121.2553833,8.960617263,-0.374433018,1.921348637,2.965231809,0.946445162,0.053370483,0.000184355,"ENSG00000112576",896
"CCNJ","10",5,97804150,97817998,1152,4.57e-06,1.12e-05,9.16e-07,48,83,0,53.40082417,127.7382129,12.27715424,0.45817903,1.936130401,3.470871009,0.983940396,0.016050264,9.34e-06,"ENSG00000107443",54619
"CCNK","14",10,99959014,99977119,1743,8.32e-06,1.82e-05,1.43e-06,76,82,0,69.02273875,152.1273691,16.92901956,-0.520640899,2.780996892,4.075731838,0.997144332,0.002855531,1.37e-07,"ENSG00000090061",8812
"CCNL1","3",11,156866029,156877883,1581,7.79e-06,1.85e-05,1.64e-06,59,95,3,73.87122547,183.1467102,21.99670221,1.072651582,3.185832821,4.012259935,0.942872593,0.057125595,1.81e-06,"ENSG00000163660",57018
"CCNT1","12",9,49086815,49110458,2181,7.4e-06,2.05e-05,1.53e-06,101,198,1,86.11345163,232.243449,20.30916757,-0.994507365,1.099060598,4.244311255,0.995809373,0.004190556,7.05e-08,"ENSG00000129315",904
"CCNYL1","2",8,208576620,208618422,927,5.03e-06,1.02e-05,8.03e-07,32,57,0,46.74520523,97.91666485,11.39195106,1.337001441,2.022499174,3.343403001,0.977770144,0.022209066,2.08e-05,"ENSG00000163249",151195
"CCPG1","15",8,55648417,55681622,2424,6.99e-06,1.98e-05,1.73e-06,92,212,2,75.7217344,203.614877,18.77278359,-1.159704745,-0.287421932,3.834692362,0.962563039,0.037433856,3.11e-06,"ENSG00000260916",9236
"CCT2","12",16,69979301,69995105,1608,5.35e-06,1.46e-05,1.37e-06,65,147,0,66.33523362,168.6976663,21.5995705,0.101632684,0.817100737,4.603755446,0.999501007,0.000498991,1.94e-09,"ENSG00000166226",10576
"CCT3","1",14,156278989,156307975,1638,5.81e-06,1.79e-05,1.61e-06,79,182,1,70.2280197,204.8109856,23.54171862,-0.648921141,0.779622165,4.602117165,0.998745413,0.001254583,3.72e-09,"ENSG00000163468",7203
"CCT4","2",14,62095826,62115642,1620,5.82e-06,1.52e-05,1.74e-06,83,148,1,67.04251195,167.1159109,24.69318022,-1.208200165,0.723273115,4.723071978,0.99918405,0.000815948,1.3e-09,"ENSG00000115484",10575
"CCT5","5",11,10250452,10264895,1626,7.18e-06,1.7e-05,1.32e-06,81,162,0,84.18352571,193.3042484,19.22217863,0.215102198,1.1012817,4.343011834,0.998786782,0.001213201,1.69e-08,"ENSG00000150753",22948
"CCT6A","7",14,56119541,56130778,1596,6.64e-06,1.5e-05,1.28e-06,70,137,0,70.82333029,158.257103,18.95959582,0.060650617,0.826492485,4.313246496,0.998661755,0.001338223,2.15e-08,"ENSG00000146731",908
"CCT7","2",12,73461506,73479989,1632,6.48e-06,1.63e-05,1.2e-06,72,135,1,75.59991738,183.5307397,17.92646924,0.256673835,1.752179901,3.960122796,0.989844502,0.010154883,6.14e-07,"ENSG00000135624",10574
"CCT8","21",15,30428795,30445911,1647,5.75e-06,1.43e-05,1.35e-06,62,164,2,70.09479464,164.279358,20.90666167,0.59939371,0.01066231,4.09602145,0.98279276,0.017206786,4.54e-07,"ENSG00000156261",10694
"CCZ1","7",15,5938430,5965318,1449,7.33e-06,1.51e-05,1.25e-06,12,20,0,51.42513676,110.6696254,15.26647013,3.408277809,4.21564452,3.870428128,0.994694688,0.005304692,6.2e-07,"ENSG00000122674",51622
"CD72","9",8,35610620,35618300,1080,4.98e-06,1.03e-05,9.94e-07,50,105,1,54.81703162,112.3244149,13.95356345,0.403339803,0.338027035,3.435076305,0.956612026,0.043365818,2.22e-05,"ENSG00000137101",971
"CD79A","19",5,42381374,42385047,681,4.52e-06,8.26e-06,8.87e-07,41,60,0,43.49314137,79.30765132,9.074193241,0.234361239,1.060445488,2.983964822,0.94856776,0.051265634,0.000166606,"ENSG00000105369",973
"CD79B","17",6,62006585,62009621,693,3.72e-06,8.19e-06,6.15e-07,42,61,0,42.95134307,91.40048684,9.153529562,0.089990544,1.555330714,2.996981054,0.950002657,0.049842119,0.000155224,"ENSG00000007312",974
"CD81","11",8,2398779,2418096,711,4.6e-06,8.3e-06,5.52e-07,65,60,0,53.89892926,94.02505015,9.18275783,-0.937398464,1.716301019,3.001762048,0.950521598,0.049327174,0.000151228,"ENSG00000110651",975
"CD86","3",7,121774336,121838381,990,3.43e-06,8.94e-06,6.33e-07,39,88,0,41.65497398,103.7451297,9.969475213,0.255020852,0.756097956,3.12770538,0.962700436,0.037224764,7.48e-05,"ENSG00000114013",942
"CDAN1","15",28,43016688,43029300,3684,1.98e-05,4.44e-05,3.18e-06,216,426,8,195.6980881,434.3895867,43.38787923,-0.899689959,0.196887462,5.321818408,0.928144193,0.071855806,1.1e-09,"ENSG00000140326",146059
"CDC16","13",18,115000559,115037918,1863,7.5e-06,1.77e-05,1.8e-06,86,144,4,88.86088424,196.945429,26.91216444,0.188145484,1.845320053,4.375034519,0.95225535,0.047744417,2.34e-07,"ENSG00000130177",8881
"CDC23","5",16,137524666,137549001,1794,7.67e-06,1.79e-05,1.64e-06,77,112,1,93.16829467,208.6205021,25.13287784,1.038435483,3.271954475,4.76845547,0.999307693,0.000692306,8.74e-10,"ENSG00000094880",8697
"CDC25A","3",15,48200434,48229437,1575,6.71e-06,1.61e-05,1.38e-06,70,105,2,64.83653475,159.5995441,20.45603697,-0.397540374,2.113923745,4.042196456,0.979698045,0.020301273,6.82e-07,"ENSG00000164045",993
"CDC37","19",8,10502226,10514155,1137,7e-06,1.58e-05,9.84e-07,68,117,1,81.50901514,180.2386825,14.3491513,0.927620836,2.303962157,3.490842131,0.962357896,0.03762656,1.55e-05,"ENSG00000105401",11140
"CDC37L1","9",7,4679767,4706112,1014,3.8e-06,9.15e-06,9.37e-07,42,106,1,44.34015441,102.2995032,12.8393771,0.217868551,-0.178953454,3.273003876,0.935601046,0.06433916,5.98e-05,"ENSG00000106993",55664
"CDC40","6",15,110501647,110551334,1740,6.15e-06,1.49e-05,1.63e-06,70,101,3,74.50737254,171.5899841,24.0976788,0.323722643,2.635807218,4.257324735,0.973128081,0.026871643,2.76e-07,"ENSG00000168438",51362
"CDC42BPA","1",36,227181968,227504883,5160,1.72e-05,4.51e-05,5.14e-06,210,428,10,201.6003605,508.8669141,70.59352366,-0.366743469,1.753416501,7.143868534,0.999920148,7.99e-05,2.58e-18,"ENSG00000143776",8476
"CDC42BPB","14",37,103400048,103523510,5136,3.05e-05,6.21e-05,5.06e-06,316,429,2,323.2239313,654.0477569,68.16184651,0.249097534,4.30414094,7.938284062,1,3.7e-10,9.3e-26,"ENSG00000198752",9578
"CDC5L","6",16,44355560,44414448,2409,7.95e-06,2.17e-05,2.8e-06,110,154,1,93.96104543,247.1154989,37.25159663,-1.025773396,2.897266621,5.883616797,0.999992549,7.45e-06,1.4e-14,"ENSG00000096401",988
"CDC73","1",17,193091330,193219842,1596,5.69e-06,1.57e-05,2.41e-06,75,66,1,69.05815341,178.3665778,32.66011837,-0.443265222,4.115256635,5.487738052,0.999958508,4.15e-05,9.2e-13,"ENSG00000134371",79577
"CDCA3","12",5,6958206,6960116,807,2.94e-06,7.86e-06,8.99e-07,35,86,1,33.82221521,87.2235025,11.99065136,-0.125548798,0.064077225,3.14406665,0.913578465,0.08629503,0.000126504,"ENSG00000111665",83461
"CDH11","16",11,64981505,65038772,2391,1.28e-05,2.65e-05,1.44e-06,136,247,0,147.4252504,298.7652558,20.57126192,0.583352503,1.464839751,4.492831588,0.999267145,0.00073285,4.96e-09,"ENSG00000140937",1009
"CDH20","18",11,59157786,59221928,2406,1.48e-05,2.84e-05,1.43e-06,135,273,2,169.8574109,322.7376995,20.56781856,1.658067572,1.354182813,4.055612915,0.980513136,0.019486247,6.16e-07,"ENSG00000101542",28316
"CDH4","20",16,59827569,60512001,2751,2.33e-05,4.15e-05,2.05e-06,222,337,4,246.1229069,439.4205602,27.93986402,0.953241534,2.38981119,4.486412496,0.966988414,0.033011493,9.3e-08,"ENSG00000179242",1002
"CDH6","5",11,31267580,31323415,2373,1.12e-05,2.35e-05,2.19e-06,108,187,4,131.112136,270.334117,29.43178486,1.251317415,2.479070001,4.643636179,0.980834799,0.019165177,2.42e-08,"ENSG00000113361",1004
"CDH8","16",11,61687511,62055307,2400,1.02e-05,2.38e-05,1.5e-06,123,195,1,120.146487,273.7672617,21.65628909,-0.161388194,2.328475178,4.396934847,0.997463771,0.002536208,2.07e-08,"ENSG00000150394",1006
"CDH9","5",11,26881244,26988440,2370,9.58e-06,2.33e-05,1.65e-06,132,202,2,111.6023894,265.612928,23.147398,-1.196993472,1.909137102,4.354070952,0.99248359,0.00751635,5.95e-08,"ENSG00000113100",1007
"CDK1","10",7,62539923,62553733,894,2.42e-06,6.92e-06,7.05e-07,30,32,0,29.66053058,79.24464555,10.62347555,-0.038642161,2.595877142,3.228665813,0.970572339,0.029386099,4.16e-05,"ENSG00000170312",983
"CDK12","17",14,37618324,37687569,4473,1.73e-05,4.41e-05,3.63e-06,194,374,3,198.1841434,495.5162816,45.81827852,0.184254084,2.670066268,6.266131862,0.999991813,8.19e-06,7.23e-16,"ENSG00000167258",51755
"CDK16","X",16,47082494,47088167,1713,8.35e-06,2.09e-05,1.9e-06,56,57,0,54.99861153,129.1516666,15.8324706,-0.083709907,3.105367085,3.941522679,0.995702616,0.004297014,3.71e-07,"ENSG00000102225",5127
"CDK17","12",16,96674019,96728614,1572,4.96e-06,1.35e-05,1.89e-06,66,96,3,58.77408865,149.6348437,26.49091718,-0.584317702,2.144602505,4.521069758,0.988843485,0.011156483,3.17e-08,"ENSG00000059758",5128
"CDK19","6",13,110935737,111136339,1509,6.31e-06,1.49e-05,1.51e-06,68,66,1,76.51131095,173.8116932,22.31582281,0.603230176,3.999841996,4.469771261,0.998017091,0.001982897,1.14e-08,"ENSG00000155111",23097
"CDK2","12",7,56360792,56365409,897,3.46e-06,9.19e-06,1.03e-06,40,40,1,40.32093738,103.5829261,14.06424365,0.031333436,3.055714573,3.450768668,0.958299189,0.041680745,2.01e-05,"ENSG00000123374",1017
"CDK4","12",7,58142307,58145500,912,3.73e-06,9.85e-06,1.26e-06,52,72,2,45.00489073,114.1432977,17.09169427,-0.646419084,1.929388652,3.616056417,0.932016916,0.067969178,1.39e-05,"ENSG00000135446",1019
"CDK5","7",12,150751095,150754935,879,5.13e-06,1.02e-05,9.5e-07,44,42,1,53.51069953,102.3856951,13.41958811,0.806012235,2.918978666,3.358360919,0.947516189,0.052448116,3.57e-05,"ENSG00000164885",1020
"CDK6","7",7,92244453,92462637,981,5.81e-06,1.22e-05,9.17e-07,47,43,1,59.05001349,121.7955951,12.35161842,0.972135653,3.492228205,3.199525345,0.923677276,0.076230665,9.21e-05,"ENSG00000105810",1021
"CDK8","13",13,26828778,26978218,1395,5.01e-06,1.28e-05,1.96e-06,55,43,4,59.73584375,144.2064344,26.59974856,0.379864742,4.122229517,4.340647884,0.946653349,0.053346342,3.09e-07,"ENSG00000132964",1024
"CDKL5","X",20,18525216,18671664,3093,1.21e-05,3.01e-05,2.51e-06,111,157,2,99.39868427,237.6607789,26.43468867,-0.721383976,2.559176184,4.707706236,0.997790055,0.002209942,2.99e-09,"ENSG00000008086",6792
"CDKN2AIP","4",3,184365950,184368580,1743,7.97e-06,1.68e-05,1.07e-06,84,171,0,87.44199929,183.6521524,12.90303717,0.22819197,0.456651025,3.55824391,0.987251416,0.012743285,5.3e-06,"ENSG00000168564",55602
"CDYL","6",7,4777017,4954290,1635,9.16e-06,1.82e-05,1.02e-06,98,131,1,102.3080862,203.7564049,13.3692296,0.264046365,2.49305592,3.351036719,0.946570708,0.053391959,3.73e-05,"ENSG00000153046",9425
"CELF1","11",13,47493781,47521075,1539,6.11e-06,1.42e-05,1.28e-06,62,69,0,69.46357852,156.3748055,18.87129799,0.555159877,3.417584491,4.303190795,0.998616885,0.001383092,2.33e-08,"ENSG00000149187",10658
"CELF2","10",13,11060052,11371016,1566,8.47e-06,1.72e-05,1.22e-06,93,56,0,100.5351221,198.676556,19.22001547,0.465885956,4.951032232,4.342767815,0.998785801,0.001214182,1.7e-08,"ENSG00000048740",10659
"CELF4","18",12,34833773,35145604,1461,1.23e-05,2.1e-05,1.59e-06,89,103,2,130.3501078,221.4177833,19.81780998,2.245279249,3.89248698,3.964753622,0.97436473,0.025634057,1.21e-06,"ENSG00000101489",56853
"CELF5","19",12,3224737,3293444,1458,1.2e-05,2.17e-05,1.15e-06,95,75,0,123.6438915,219.7587014,16.31200434,1.596964473,4.776261569,4.000767368,0.996405707,0.003594053,2.4e-07,"ENSG00000161082",60680
"CELSR1","22",35,46759074,46933067,9045,8.04e-05,0.000148711,5.76e-06,753,1181,9,837.3031087,1534.68155,71.9471444,1.806141039,4.415910134,7.351211905,0.999990747,9.25e-06,6.68e-20,"ENSG00000075275",9620
"CELSR2","1",34,109792701,109816671,8772,5.28e-05,0.000115176,6.31e-06,607,987,10,576.0678235,1247.56572,82.90151411,-0.798957037,3.608298275,7.931311264,0.9999992,8e-07,3.48e-23,"ENSG00000143126",1952
"CELSR3","3",35,48675637,48700067,9939,6.33e-05,0.000142102,6.9e-06,546,1017,14,671.2882107,1507.031259,84.32688261,2.997817207,6.174174005,7.586265414,0.999656221,0.000343779,1.51e-19,"ENSG00000008300",1951
"CENPB","20",1,3765330,3767130,1800,1.44e-05,2.7e-05,1.01e-06,116,126,0,150.141468,281.6536994,10.90614485,1.727355314,4.536471344,3.271336558,0.973451328,0.026516451,3.22e-05,"ENSG00000125817",1059
"CENPI","X",20,100356059,100417956,2271,6.91e-06,1.82e-05,1.83e-06,59,115,1,59.63060465,144.526426,20.94430827,0.050625444,1.201305188,4.316936052,0.996692511,0.00330745,3.96e-08,"ENSG00000102384",2491
"CEP350","1",37,179955316,180080296,9354,2.88e-05,7.79e-05,7.85e-06,317,855,11,285.783094,749.9833471,83.28265514,-1.144777232,-1.875637784,7.84596765,0.99999639,3.61e-06,2.76e-22,"ENSG00000135837",9857
"CEPT1","1",8,111690336,111726932,1251,4.19e-06,1.08e-05,8.84e-07,46,79,1,50.791334,125.7218554,13.36891175,0.416783725,2.038128057,3.350989868,0.94656469,0.053397967,3.73e-05,"ENSG00000134255",10390
"CERS2","1",10,150938623,150941566,1143,4.64e-06,1.32e-05,1.46e-06,63,100,3,56.74165,153.4523672,20.69192234,-0.515060603,2.110555857,3.852691459,0.910163043,0.089831215,5.74e-06,"ENSG00000143418",29956
"CFH","1",22,196621247,196716443,3696,1.22e-05,3.24e-05,3.19e-06,166,348,5,145.4387471,369.9301228,44.45328235,-1.056963585,0.557695518,5.861663904,0.999630968,0.000369032,3.16e-13,"ENSG00000000971",3075
"CFLAR","2",9,201994588,202028696,1443,4.82e-06,1.2e-05,1.71e-06,56,89,0,58.425786,140.0781859,23.14383129,0.196743513,2.110895891,4.765487209,0.99971987,0.00028013,4.76e-10,"ENSG00000003402",8837
"CFP","X",9,47483673,47489243,1410,7.17e-06,1.7e-05,1.96e-06,47,60,1,42.53803294,97.1005084,13.24498171,-0.424118699,1.841559061,3.332898699,0.944168669,0.05578963,4.17e-05,"ENSG00000126759",5199
"CHAF1A","19",15,4402759,4443022,2871,1.73e-05,3.55e-05,1.82e-06,197,318,2,187.6882271,382.2817701,24.99972911,-0.421370979,1.608098446,4.556640373,0.996226226,0.003773763,1.11e-08,"ENSG00000167670",10036
"CHAMP1","13",1,115089317,115091756,2439,7.68e-06,2.12e-05,1.07e-06,121,261,0,87.37985,240.0997977,12.49768771,-2.229684535,-0.659737249,3.501906665,0.985193951,0.014798399,7.65e-06,"ENSG00000198824",283489
"CHD1","5",35,98192083,98262090,5133,1.52e-05,4.25e-05,4.91e-06,191,329,2,178.069632,474.2065892,66.70594297,-0.60071231,3.261512249,7.84786652,0.999999999,6.37e-10,3.5e-25,"ENSG00000153922",1105
"CHD2","15",38,93444467,93567935,5487,2e-05,5.15e-05,5.72e-06,229,333,5,235.8380118,584.3313181,78.34438498,0.276039742,5.085498422,8.208288829,0.999999999,1.15e-09,1.23e-26,"ENSG00000173575",1106
"CHD3","17",40,7788124,7814903,6180,3.21e-05,7.35e-05,6.45e-06,310,350,7,320.0979151,750.2591791,83.53647178,0.349896086,7.147466225,8.295070102,0.999999996,4.48e-09,1.38e-26,"ENSG00000170004",1107
"CHD4","12",39,6679841,6715539,5739,2.11e-05,6.05e-05,5.78e-06,256,320,6,255.4314248,701.9345514,81.85697898,-0.022055613,7.051103647,8.305339274,0.999999998,1.61e-09,5.65e-27,"ENSG00000111642",1108
"CHD5","1",41,6166339,6240083,5865,3.81e-05,7.43e-05,5.01e-06,392,428,3,406.8382073,778.3326156,65.67007828,0.456057717,6.14206494,7.660659759,0.999999995,4.88e-09,1.01e-23,"ENSG00000116254",26038
"CHD6","20",36,40033232,40179976,8148,3.22e-05,7.89e-05,6.34e-06,364,683,3,377.2897622,902.7439405,85.97268508,0.424160653,3.577264163,8.864303014,1,2.46e-12,9.38e-32,"ENSG00000124177",84181
"CHD7","8",37,61653991,61778492,8994,3.61e-05,8.7e-05,7.46e-06,415,782,2,381.1562374,899.8449837,87.68673737,-1.074674933,1.921514859,9.064343038,1,2.49e-13,1.75e-33,"ENSG00000171316",55636
"CHD8","14",37,21853771,21899802,7746,2.62e-05,7.8e-05,7.28e-06,279,457,3,265.7186146,771.9476069,86.65603562,-0.505105791,5.544481323,8.901999227,1,1.91e-12,5.03e-32,"ENSG00000100888",57680
"CHD9","16",38,53190001,53358807,8646,2.67e-05,7.39e-05,7.49e-06,319,644,10,290.7536081,779.3144657,89.36239645,-1.026951615,2.37085209,8.316241205,0.999999929,7.14e-08,9.67e-26,"ENSG00000177200",80205
"CHERP","19",17,16629969,16653189,2751,1.98e-05,3.94e-05,2.59e-06,168,173,0,184.2790903,371.289112,31.65759035,0.743432837,5.033372908,5.573507861,0.999988396,1.16e-05,2.04e-13,"ENSG00000085872",10523
"CHM","X",15,85119634,85302536,1962,6.53e-06,1.65e-05,1.91e-06,61,112,0,48.67027786,116.1497968,17.69105717,-1.0956473,0.188336485,4.166454281,0.997851014,0.002148918,6.83e-08,"ENSG00000188419",1121
"CHMP2A","19",5,59063015,59065579,669,2.66e-06,8.28e-06,4.65e-07,45,69,0,32.178961,95.8828921,7.35962256,-1.40115675,1.342832528,2.687308197,0.906239123,0.09300191,0.000758967,"ENSG00000130724",27243
"CHMP7","8",10,23104208,23118112,1362,6.62e-06,1.59e-05,1.17e-06,57,97,1,65.29377488,153.2855863,16.19074019,0.636305233,2.223632732,3.739686682,0.980739997,0.019257044,2.96e-06,"ENSG00000147457",91782
"CHRM1","11",1,62677189,62678572,1383,6.61e-06,1.73e-05,6.92e-07,75,95,0,75.27936,195.9023543,8.25908395,0.019960702,3.526128067,2.84679133,0.931378497,0.068277755,0.000343749,"ENSG00000168539",1128
"CHRM3","1",1,240070751,240072524,1773,9.3e-06,1.89e-05,1.1e-06,119,154,1,105.7511,214.0386188,12.90319587,-0.798705898,2.007247438,3.282499784,0.937026128,0.062917369,5.65e-05,"ENSG00000133019",1131
"CHRM4","11",1,46406667,46408107,1440,9.22e-06,2e-05,6.43e-07,111,113,0,104.8642,226.7917881,7.70796675,-0.371455701,3.695844988,2.750170481,0.916843942,0.082597001,0.000559056,"ENSG00000180720",1132
"CHSY1","15",3,101717592,101791661,2409,1.37e-05,2.99e-05,1.48e-06,131,242,2,128.8396598,287.2260248,16.39986862,-0.117988226,1.305247216,3.522313331,0.913667234,0.086307163,2.56e-05,"ENSG00000131873",22856
"CHTOP","1",5,153609064,153617745,747,3.37e-06,9.92e-06,1.41e-06,41,71,0,40.03272571,113.8486556,18.03435134,-0.094774084,1.964219508,4.206684486,0.998109469,0.001890481,5e-08,"ENSG00000160679",26097
"CHUK","10",21,101949354,101989289,2238,7.02e-06,2.01e-05,2.16e-06,82,148,3,81.56796521,221.0149366,32.27282328,-0.029655385,2.402244312,5.104296091,0.998703705,0.001296295,1.65e-10,"ENSG00000213341",1147
"CIC","19",20,42788856,42799343,4827,2.77e-05,5.96e-05,2.54e-06,361,567,2,304.2389447,646.8126674,34.79719216,-2.017404245,1.534967512,5.507496486,0.999902947,9.71e-05,1.47e-12,"ENSG00000079432",23152
"CIT","12",47,120126036,120313972,6210,3.02e-05,6.94e-05,6.4e-06,342,548,12,352.4910642,785.4545711,90.50462929,0.346414804,4.144159738,8.174281115,0.999998739,1.26e-06,4.31e-24,"ENSG00000122966",11113
"CIZ1","9",16,130928475,130953136,2697,1.25e-05,2.83e-05,2.67e-06,121,253,4,129.8162854,284.3689799,32.19484604,0.479701646,0.90986306,4.922279201,0.993095776,0.006904222,1.98e-09,"ENSG00000148337",25792
"CKAP5","11",43,46765572,46842782,6099,1.97e-05,5.15e-05,5.22e-06,250,455,5,239.0061727,596.2278768,76.31553651,-0.440851901,2.828986097,8.086625918,0.999999998,2.47e-09,7.84e-26,"ENSG00000175216",9793
"CLASP1","2",39,122098436,122363471,4617,1.99e-05,4.89e-05,5.35e-06,219,364,3,202.111634,480.0367379,63.46735893,-0.736448463,2.590446384,7.518573753,0.999999989,1.11e-08,7.52e-23,"ENSG00000074054",23332
"CLASP2","3",39,33540122,33759494,4545,1.6e-05,4.22e-05,5.01e-06,189,293,7,155.392012,395.8563636,58.53102485,-1.671390017,2.528593236,6.672144133,0.99994836,5.16e-05,1.08e-16,"ENSG00000163539",23122
"CLASRP","19",20,45543470,45574103,2025,1.29e-05,3.55e-05,2.89e-06,123,161,6,122.0125501,301.5225716,36.59397864,-0.055416647,3.9582452,5.009805463,0.964966482,0.035033513,4.41e-09,"ENSG00000104859",11129
"CLCN3","4",13,170557079,170641216,2601,9.42e-06,2.31e-05,1.98e-06,110,125,3,111.8133425,266.3956038,27.85229466,0.106309576,4.23729623,4.664721477,0.993264929,0.006735062,9.21e-09,"ENSG00000109572",1182
"CLCN4","X",11,10153072,10201624,2283,1.41e-05,2.79e-05,1.22e-06,113,74,0,110.2786241,214.7466712,13.25039791,-0.160655724,4.697766544,3.605821196,0.98878792,0.011208212,3.87e-06,"ENSG00000073464",1183
"CLCN5","X",13,49689908,49856876,2451,9.04e-06,2.37e-05,2.09e-06,65,127,1,71.29340711,179.5403707,19.45525409,0.462073224,1.917912022,4.144682024,0.994241666,0.005758181,1.53e-07,"ENSG00000171365",1184
