gene_id,C9_CTL_A,C9_ENU_A,C9_CTL_B,C9_ENU_B,C9_CTL_C,C9_ENU_C,C1_CTL_A,C1_CTL_B,C1_CTL_C
ENSG00000233254,0,0,0,0,0,0,0,0,0
ENSG00000233255,0,0,0,0,0,0,0,0,0
ENSG00000233256,0,0,0,0,0,0,0,0,0
ENSG00000233258,0,0,0,0,0,0,0,0,0
ENSG00000233259,0,0,0,0,0,0,0,0,0
ENSG00000233260,0,0,0,0,0,0,0,0,0
ENSG00000233261,0,0,0,0,0,0,0,0,0
ENSG00000233262,0,0,0,0,0,0,0,0,0
ENSG00000233263,0,0,0,0,0,0,0,0,0
ENSG00000233264,0,1,0,0,0,0,0,0,0.04
ENSG00000233265,0,0,0,0,0,0,0,0,0
ENSG00000233266,0,0,1,2,2,1,0.48,1.02,0
ENSG00000233268,0,0,0,0,0,0,0,0,0
ENSG00000233270,0,0,1,0,1,0,2.94,0,2.62
ENSG00000233271,0,0,0,0,0,0,0,0,0
ENSG00000233272,0,0,0,0,0,0,0,0,0
ENSG00000233273,0,0,0,0,0,0,0,0,0
ENSG00000233275,0,0,0,0,0,0,0,0,0
ENSG00000233276,3766,2867,4724,3147,3061,3224,179.09,239.69,285.87
ENSG00000233277,0,0,0,0,0,0,0,0,0
ENSG00000233278,0,0,0,0,0,0,0,0,0
ENSG00000233280,217,174,193,164,150,246,2.49,2.01,1.9
ENSG00000233285,0,0,0,0,0,0,0,0,0
ENSG00000233286,0,0,0,0,0,0,0,0,0
ENSG00000233287,0,0,0,0,0,0,0,0,0
ENSG00000233288,0,0,0,0,0,0,0,0,0
ENSG00000233290,0,0,0,0,0,0,0,0,0
ENSG00000233291,0,0,0,0,0,0,0,0,0
ENSG00000233292,0,0,0,0,0,0,0,0,0
ENSG00000233293,0,0,0,0,0,0,0,0,0
ENSG00000233295,0,0,0,0,1,0,0,0,0
ENSG00000233296,0,0,0,0,0,0,0,0,0.03
ENSG00000233297,22,20,27,20,5,3,1.28,0.85,0.8
ENSG00000233299,0,0,0,0,0,0,0,0,0
ENSG00000233300,0,0,0,0,0,0,0,0,0
ENSG00000233301,0,0,0,0,0,0,0,0,0
ENSG00000233303,0,0,0,0,0,0,0,0,0
ENSG00000233304,0,0,0,0,0,0,0,0,0
ENSG00000233306,0,0,0,0,0,0,0,0,0
ENSG00000233307,0,0,0,0,0,0,0,0,0
ENSG00000233308,1,2,3,3,2,4,0,0.29,0.69
ENSG00000233309,0,0,0,0,0,0,0,0,0
ENSG00000233311,0,0,0,0,0,0,0,0,0
ENSG00000233313,0,0,0,0,0,0,0,0,0
ENSG00000233316,0,0,0,0,0,0,0,0,0
ENSG00000233318,0,0,0,0,0,0,0,0,0
ENSG00000233319,0,0,0,0,0,1,0,0,0
ENSG00000233320,0,0,0,0,0,0,0,0,0
ENSG00000233321,0,0,0,0,0,0,0,0,0
ENSG00000233324,0,0,0,0,0,0,0,0,0
ENSG00000233325,0,0,0,0,0,0,0,0,0
ENSG00000233327,118.79,78.78,122.84,90.21,63.6,84.67,0.59,1.5,0.87
ENSG00000233328,0,0,0,0,0,0,0,0,0
ENSG00000233329,0,0,0,0,0,0,0,0,0
ENSG00000233330,0,2,3,0,4,10,2.33,2.75,0.88
ENSG00000233332,0,0,0,0,0,0,0,0,0
ENSG00000233333,0,0,0,0,0,0,0,0,0
ENSG00000233334,0,0,0,0,0,0,0,0,0
ENSG00000233335,0,0,0,0,0,0,0,0,0
ENSG00000233336,0,0,0,0,0,0,0,0,0
ENSG00000233337,0,0,1,0,1,0,0,0,0.22
ENSG00000233338,0,0,0,0,0,0,0,0,0
ENSG00000233339,0,0,0,0,0,0,0,0,0
ENSG00000233340,0,0,0,0,0,0,0,0,0
ENSG00000233342,0,0,0,0,0,0,0,0,0
ENSG00000233343,0,0,0,0,0,0,0,0,0
ENSG00000233347,0,0,0,0,0,0,0,0,0
ENSG00000233349,0,0,0,0,0,0,0,0,0
ENSG00000233351,0,0,0,0,0,0,0,0,0
ENSG00000233352,0,0,0,0,0,0,0,0,0
ENSG00000233353,0,0,0,0,0,0,0,0,0
ENSG00000233354,0,0,0,0,0,0,0,0,0
ENSG00000233355,0,0,0,0,0,0,0,0,0
ENSG00000233357,0,0,0,0,0,0,0,0,0
ENSG00000233358,0,0,0,0,0,0,0,0,0
ENSG00000233359,0,0,0,0,0,0,0,0,0
ENSG00000233360,0,0,0,0,1,1,0.07,0,0.03
ENSG00000233363,0,0,0,0,0,0,0,0,0
ENSG00000233365,0,0,0,0,0,0,0,0,0
ENSG00000233366,0,0,0,0,0,0,0,0,0
ENSG00000233367,0,0,0,0,0,0,0,0,0
ENSG00000233368,1,0,1,0,1,0,0,0,0
ENSG00000233369,344,253,450,397,145,187,11.15,4.8,3.93
ENSG00000233370,0,0,0,1,0,0,0,0,0
ENSG00000233372,0,0,0,0,0,0,0,0,0
ENSG00000233373,0,0,0,0,0,0,0,0,0
ENSG00000233376,0,0,0,0,0,0,0,0,0
ENSG00000233377,0,0,0,0,0,0,0,0,0
ENSG00000233378,0,0,0,0,0,0,0,0,0
ENSG00000233379,0,0,0,0,0,0,0,0,0
ENSG00000233380,0,0,0,0,0,0,0,0,0
ENSG00000233381,0,0,3,0,0,0,0,0,0.27
ENSG00000233382,2,0,4,0,4,6,0.06,0.93,0.9
ENSG00000233383,0,0,0,0,0,0,0,0,0
ENSG00000233384,0,0,0,0,0,0,0.58,0,0
ENSG00000233385,0,0,0,0,0,0,0,0,0
ENSG00000233387,0,0,0,0,0,0,0,0,0
ENSG00000233388,0,0,0,0,0,0,0,0,0
ENSG00000233392,0,0,0,0,0,0,0,0,0
ENSG00000233393,0,0,0,0,0,0,0,0,0
ENSG00000233394,0,0,0,0,0,0,0,0,0
ENSG00000233395,0,0,0,0,0,0,0,0,0
ENSG00000233396,0,0,0,1,0,2,0,0,0
ENSG00000233397,0,0,1,0,0,0,0,0,0
ENSG00000233399,0,0,0,0,0,0,0,0,0
ENSG00000233401,0,0,0,0,0,0,0,0,0
ENSG00000233402,0,0,0,0,0,0,0,0,0
ENSG00000233403,0,0,0,0,0,0,0,0,0
ENSG00000233404,412.52,320.55,508.32,404.74,230.05,283.42,11.97,9.27,9.36
ENSG00000233405,0,0,0,0,0,0,0,0,0
ENSG00000233406,0,1,0,0,0,0,0,0.11,0.28
ENSG00000233407,0,0,0,0,0,0,0,0,0
ENSG00000233408,0,0,0,0,0,0,0,0,0
ENSG00000233409,0,0,0,0,0,0,0,0,0
ENSG00000233410,0,0,0,0,0,0,0,0,0
ENSG00000233411,0,0,0,0,0,0,0,0,0
ENSG00000233412,0,0,0,0,0,0,0,0,0
ENSG00000233414,0,0,0,0,0,0,0,0,0
ENSG00000233415,0,0,0,0,0,0,0,0,0
ENSG00000233416,0,0,0,0,0,0,0.77,0,0
ENSG00000233417,0,0,0,0,0,0,0,0,0
ENSG00000233419,0,0,0,0,0,0,0,0,0
ENSG00000233420,0,0,0,0,0,0,0,0,0
ENSG00000233421,0,0,2,2,0,0,0,0,0
ENSG00000233423,0,0,0,0,0,0,0,0,0
ENSG00000233424,0,0,0,0,0,0,0,0,0
ENSG00000233425,0,0,0,0,0,0,0,0,0
ENSG00000233426,2,1,9,8,4,4,0.62,0.67,0.33
ENSG00000233427,0,0,0,0,0,0,0,0,0
ENSG00000233428,0,0,0,0,0,0,0,0,0
ENSG00000233429,74,84,111.93,83,194,205,11.6,13.77,10.29
ENSG00000233430,0,0,0,0,0,0,0,0,0
ENSG00000233431,0,0,0,0,0,0,0,0,0
ENSG00000233432,0,0,0,0,0,0,0,0,0
ENSG00000233433,0,0,0,0,0,0,0,0,0
ENSG00000233434,0,0,0,0,0,0,0,0,0
ENSG00000233435,0,0,0,0,0,1,0,0,0
ENSG00000233436,2,0,0,0,0,1,0.05,0.04,0.02
ENSG00000233437,0,0,0,0,0,0,0,0,0
ENSG00000233438,1,0,0,0,0,1,0,0,0
ENSG00000233440,0,0,0,0,0,0,0,0,0
ENSG00000233441,0,0,0,0,0,0,0,0,0
ENSG00000233442,0,0,0,0,0,0,0,0,0
ENSG00000233444,0,0,0,0,0,0,0,0,0
ENSG00000233445,0,0,0,0,0,0,0,0,0
ENSG00000233446,0,0,0,0,0,0,0,0,0
ENSG00000233447,0,0,0,0,0,0,0,0,0
ENSG00000233448,0,0,0,0,0,0,0,0,0
ENSG00000233449,0,0,0,0,0,0,0,0,0
ENSG00000233451,0,0,0,0,0,0,0,0,0
ENSG00000233452,10,14,13,19,30,18,0.39,0.29,0.56
ENSG00000233454,0,0,0,0,0,0,0,0,0
ENSG00000233455,0,0,0,0,0,0,0,0,0
ENSG00000233456,0,0,0,0,0,0,0,0,0
ENSG00000233457,0,0,0,0,0,0,0,0,0
ENSG00000233459,0,0,0,0,0,0,0,0,0
ENSG00000233460,0,0,0,0,0,0,0,0,0
ENSG00000233461,12,9,19,6,7,9,3.72,2.69,1.76
ENSG00000233464,0,0,0,0,0,0,0,0,0
ENSG00000233467,0,0,0,0,0,0,0,0,0
ENSG00000233469,0,1,0,1,0,0,0,0,0
ENSG00000233470,0,0,0,0,0,0,0,0,0
ENSG00000233471,0,0,0,0,2,0,0,0,0
ENSG00000233472,0,0,0,0,0,0,0,0,0
ENSG00000233473,0,0,0,0,0,0,0,0,0
ENSG00000233476,29,15,29,33,14,15,2.79,4.31,1.28
ENSG00000233477,0,0,0,0,0,0,0,0,0
ENSG00000233478,1,0,1,0,1,0,0,0,0
ENSG00000233479,0,0,0,0,0,0,0,0,0
ENSG00000233480,0,0,0,0,0,0,0,0,0
ENSG00000233482,0,0,0,0,0,0,0,0,0
ENSG00000233483,0,0,1,0,1,0,0.64,0,0.18
ENSG00000233484,0,0,0,0,0,0,0,0,0
ENSG00000233485,0,0,0,0,0,0,0,0,0
ENSG00000233487,0,0,0,0,0,0,0,0,0
ENSG00000233489,0,0,0,0,0,0,0,0,0
ENSG00000233491,74,24,81,35,7,14,0.45,0.52,0
ENSG00000233492,0,0,0,0,0,0,0,0,0
ENSG00000233493,4,6,2,7,3,4,0.35,0.17,0.22
ENSG00000233494,0,0,0,0,0,0,0,0,0
ENSG00000233496,0,0,0,0,0,0,0,0,0
ENSG00000233497,0,0,0,0,0,0,0,0,0
ENSG00000233499,0,0,0,0,0,0,0,0.09,0
ENSG00000233501,0,0,0,0,0,0,0,0,0
ENSG00000233502,0,0,0,0,0,0,0,0,0
ENSG00000233503,0,1,0,0,0,0,0,0,0
ENSG00000233508,0,0,0,0,0,0,0,0,0
ENSG00000233509,0,1,1,0,0,1,0,0,0
ENSG00000233511,0,0,0,0,0,0,0,0,0
ENSG00000233514,0,0,0,0,0,0,0,0,0
ENSG00000233515,0,0,0,0,0,0,0,0,0
ENSG00000233516,0,0,0,0,0,0,0,0,0
ENSG00000233517,0,0,0,0,0,0,0,0,0
ENSG00000233518,0,0,0,0,0,0,0,0,0
ENSG00000233519,0,0,0,0,0,0,0,0,0
ENSG00000233521,0,0,0,1,5,2,0.36,1.14,0.45
ENSG00000233522,0,0,0,0,0,0,0,0,0
ENSG00000233523,0,0,0,0,0,0,0,0,0
ENSG00000233524,0,0,0,0,0,0,0,0,0
ENSG00000233526,0,0,0,0,0,0,0,0,0
ENSG00000233527,21,20,23,13,24,22,2.09,4.08,1.08
ENSG00000233528,0,0,0,0,0,0,0,0,0
ENSG00000233529,0,0,0,0,0,0,0,0,0
ENSG00000233531,0,0,0,0,0,0,0,0,0
ENSG00000233532,7,1,0,2,1,0,0.31,0,0.51
ENSG00000233533,0,0,0,0,0,0,0,0,0
ENSG00000233534,0,0,0,0,0,0,0,0,0
ENSG00000233535,0,0,0,0,0,0,0,0,0
ENSG00000233536,0,0,0,0,0,0,0,0,0
ENSG00000233537,0,0,0,0,0,0,0,0,0
ENSG00000233538,0,0,0,0,0,0,0,0,0
ENSG00000233539,2,1,2,0,1,4,0,0.21,0
ENSG00000233540,0,0,0,0,0,0,0,0,0
ENSG00000233541,0,0,0,0,0,0,0,0,0
ENSG00000233542,0,0,0,0,0,0,0,0,0
ENSG00000233543,0,0,0,0,0,0,0,0,0
ENSG00000233544,0,0,0,0,0,0,0,0,0
ENSG00000233545,0,0,0,0,0,0,0,0,0
ENSG00000233546,0,0,0,0,0,0,0,0,0
ENSG00000233547,0,0,0,0,1.06,0,0,0,0
ENSG00000233548,0,0,0,0,0,0,0,0,0
ENSG00000233549,0,0,0,0,0,0,0,0,0
ENSG00000233550,0,0,0,0,0,0,0,0,0
ENSG00000233551,0,0,0,0,1,0,0,0,0
ENSG00000233553,0,0,0,0,0,0,0,0,0
ENSG00000233554,3,7,9,4,6,4,0,0.33,0.47
ENSG00000233555,0,0,0,0,0,0,0,0,0
ENSG00000233557,0,0,0,0,0,0,0,0,0
ENSG00000233558,1.86,2.47,1.18,0,0,0,0.9,0,0
ENSG00000233559,0,0,0,1,1,1,0.05,0.09,0
ENSG00000233560,0,2,0,0,3,2,0,0,0.09
ENSG00000233562,0,0,0,0,0,0,0,0,0
ENSG00000233563,0,0,0,0,0,0,0,0,0
ENSG00000233565,0,0,0,0,0,0,0,0,0
ENSG00000233569,0,0,0,0,0,0,0,0,0
ENSG00000233570,0,0,0,0,0,0,0,0,0
ENSG00000233571,0,0,0,0,0,0,0,0,0
ENSG00000233574,0,0,0,0,0,0,0,0,0
ENSG00000233575,0,0,0,0,0,0,0,0,0
ENSG00000233576,0,0,0,0,0,0,0,0,0
ENSG00000233577,0,0,0,0,0,0,0,0,0
ENSG00000233578,0,0,0,0,1,1,0.18,0,0
ENSG00000233579,0,1,1,0,0,0,0,0,0
ENSG00000233581,0,1,1,0,0,0,0,0,0.18
ENSG00000233583,0,0,0,0,0,0,0,0,0
ENSG00000233585,0,0,0,0,0,0,0,0,0
ENSG00000233586,0,0,0,0,0,0,0,0,0
ENSG00000233587,0,0,0,0,0,0,0,0,0
ENSG00000233588,1,1,0,1,0,0,0.15,0.05,0
ENSG00000233589,1,0,0,0,1,1,0,0,0
ENSG00000233590,0,0,0,0,0,0,0,0,0
ENSG00000233593,1,1,3,4,0,3,0,0.29,0
ENSG00000233594,0,0,0,0,0,0,0,0,0
ENSG00000233595,0,0,0,0,0,0,0,0,0
ENSG00000233597,0,0,0,0,0,0,0,0,0
ENSG00000233601,0,0,0,0,0,0,0,0,0
ENSG00000233602,0,0,0,0,1,0,0,0,0.16
ENSG00000233603,0,0,0,0,0,0,0,0,0
ENSG00000233605,0,0,0,0,0,0,0,0,0
ENSG00000233606,0,0,0,0,0,0,0,0,0
ENSG00000233607,0,0,0,0,0,0,0,0,0
ENSG00000233608,146,83,144,103,162,193,8.91,9.17,7.37
ENSG00000233609,0,0,0,0,1,0,0,0,0.12
ENSG00000233610,0,0,0,0,0,0,0,0,0
ENSG00000233611,0,0,0,0,0,0,0,0,0
ENSG00000233613,0,0,0,0,0,0,0,0,0
ENSG00000233614,0,0,0,0,0,0,0,0,0
ENSG00000233615,0,0,0,0,0,0,0,0,0
ENSG00000233616,0,0,0,0,0,0,0,0,0
ENSG00000233619,0,0,0,0,0,0,0,0,0
ENSG00000233620,0,0,0,0,0,0,0,0,0
ENSG00000233621,43,36,62,29,45,43,1.22,1.65,1.27
ENSG00000233622,0,0,2,0,0,0,0,0,0
ENSG00000233623,0,0,0,0,0,0,0,0,0
ENSG00000233625,0,1,0,0,0,0,0,0,0
ENSG00000233626,0,0,0,0,0,0,0.68,0,0
ENSG00000233627,0,0,0,0,0,0,0,0,0
ENSG00000233628,0,0,0,0,0,0,0,0,0
ENSG00000233630,0,0,0,0,0,0,0,0,0
ENSG00000233631,0,0,0,0,0,0,0,0,0
ENSG00000233632,0,0,0,0,0,0,0,0,0
ENSG00000233633,0,0,0,0,0,0,0,0,0
ENSG00000233634,0,0,0,0,0,0,0,0,0
ENSG00000233635,0,0,0,0,0,0,0,0,0
ENSG00000233639,0,0,0,0,0,0,0,0,0
ENSG00000233640,0,0,0,0,0,0,0,0,0
ENSG00000233642,0,0,0,0,0,0,0,0,0
ENSG00000233643,0,0,0,0,0,0,0,0,0
ENSG00000233644,0,0,0,0,0,0,0,0,0
ENSG00000233645,0,0,0,0,0,0,0,0,0
ENSG00000233646,0,0,0,0,0,0,0,0,0
ENSG00000233647,0,0,0,0,0,2,0,0,0.29
ENSG00000233648,0,0,0,0,0,0,0,0,0
ENSG00000233651,0,0,0,0,0,0,0,0,0
ENSG00000233652,0,0,0,0,0,0,0,0,0
ENSG00000233653,0,0,0,0,0,0,0,0,0
ENSG00000233654,0,0,0,0,1,0,0,0,0
ENSG00000233655,0,0,0,0,0,0,0,0,0
ENSG00000233656,0,0,0,0,0,0,0,0,0
ENSG00000233659,0,0,0,0,0,0,0,0,0
ENSG00000233661,0,0,0,0,0,0,0,0,0
ENSG00000233662,0,0,0,0,0,0,0,0,0
ENSG00000233663,0,0,0,0,0,0,0,0,0
ENSG00000233664,0,0,0,0,0,0,0,0,0
ENSG00000233665,0,1,0,0,0,0,0,0,0
ENSG00000233668,0,0,0,0,0,0,0,0,0
ENSG00000233670,0,0,0,0,0,0,0,0,0
ENSG00000233671,0,0,0,0,0,0,0,0,0
ENSG00000233672,0,0,0,0,1,0,0,0,0
ENSG00000233673,0,0,0,0,0,0,0,0,0.08
ENSG00000233674,0,0,0,0,0,0,0,0,0
ENSG00000233676,0,0,0,0,0,0,0,0,0
ENSG00000233677,0,0,0,0,0,0,0,0,0
ENSG00000233680,0,0,0,0,0,0,0,0,0
ENSG00000233681,0,0,0,0,0,0,0,0,0
ENSG00000233682,0,0,0,0,0,0,0,0,0
ENSG00000233683,0,0,0,0,0,0,0,0,0
ENSG00000233684,0,0,0,0,0,0,0,0,0
ENSG00000233685,0,0,0,0,0,0,0,0,0
ENSG00000233686,0,0,0,0,0,0,0,0,0
ENSG00000233688,0,0,0,0,0,0,0,0,0
ENSG00000233689,0,0,0,0,0,0,0,0,0
ENSG00000233690,1,0,0,0,0,1,0,0.25,0
ENSG00000233691,0,0,0,0,0,0,0,0,0
ENSG00000233693,0,0,0,0,0,0,0,0,0
ENSG00000233694,0,0,0,0,0,0,0,0,0
ENSG00000233695,0,0,0,0,0,1,0,0,0
ENSG00000233699,0,0,0,0,0,0,0,0,0
ENSG00000233701,0,0,0,0,0,0,0,0,0
ENSG00000233702,0,0,0,0,0,0,0,0,0
ENSG00000233703,0,0,0,0,0,0,0,0,0
ENSG00000233705,0,0,0,0,0,0,0,0,0
ENSG00000233706,0,0,0,0,0,0,0,0,0
ENSG00000233707,0,0,0,0,0,0,0,0,0
ENSG00000233708,0,0,0,0,0,0,0,0,0
ENSG00000233709,0,0,0,0,0,0,0,0,0
ENSG00000233710,0,0,0,0,0,0,0,0,0
ENSG00000233711,0,0,0,0,0,0,0,0,0
ENSG00000233712,0,0,0,0,0,0,0,0,0
ENSG00000233713,0,0,0,0,0,0,0,0,0
ENSG00000233714,0,0,0,0,0,0,0,0,0
ENSG00000233716,0,0,0,0,0,0,0,0,0
ENSG00000233717,0,0,0,0,0,0,0,0,0
ENSG00000233718,0,0,0,0,0,0,0,0,0
ENSG00000233719,0,0,0,0,0,0,0,0,0
ENSG00000233720,0,0,0,0,0,0,0,0,0
ENSG00000233721,0,0,0,0,0,0,0,0,0
ENSG00000233723,0,0,0,0,0,0,0,0,0.11
ENSG00000233724,0,0,0,0,0,0,0,0,0
ENSG00000233725,0,0,0,0,0,0,0,0,0
ENSG00000233727,0,0,0,0,0,0,0,0,0
ENSG00000233728,0,0,4,0,0,0,0,0,0.18
ENSG00000233729,0,0,0,0,0,0,0.04,0,0
ENSG00000233730,0,0,0,0,0,0,0,0,0
ENSG00000233732,0,0,0,0,0,0,0,0,0
ENSG00000233733,0,0,0,0,0,0,0,0,0
ENSG00000233735,0,0,0,0,0,0,0,0,0
ENSG00000233737,0,0,0,0,0,0,0,0,0
ENSG00000233739,0,0,0,0,0,0,0,0,0
ENSG00000233740,0,0,0,0,0,0,0,0,0
ENSG00000233741,0,0,0,0,0,0,0,0,0
ENSG00000233742,0,0,0,0,0,0,0,0,0
ENSG00000233746,0,0,0,0,0,0,0,0,0
ENSG00000233747,0,0,0,0,0,0,0,0,0
ENSG00000233750,0,0,0,0,0,1,0,0,0
ENSG00000233751,0,0,0,0,0,0,0,0,0
ENSG00000233752,0,0,0,0,0,0,0,0,0
ENSG00000233754,0,0,0,0,0,0,0,0,0
ENSG00000233755,0,0,0,0,0,0,0,0,0
ENSG00000233756,0,0,0,0,0,0,0,0,0
ENSG00000233757,6,8,16,5,4,8,1.02,0.07,0.81
ENSG00000233760,0,0,0,0,0,0,0,0,0
ENSG00000233762,1,3,4,1,3,6,0.99,2.73,1.32
ENSG00000233764,0,0,0,0,0,0,0,0,0
ENSG00000233765,0,0,0,0,0,0,0,0,0
ENSG00000233766,2.16,1.03,1.02,0,0,0,0.69,0,0
ENSG00000233767,0,0,0,0,0,0,0,0,0
ENSG00000233771,0,0,0,0,0,0,0,0,0
ENSG00000233774,0,0,0,0,0,0,0,0,0
ENSG00000233775,0,0,0,0,0,0,0,0,0
ENSG00000233776,0,0,0,0,1,0,0,0,0
ENSG00000233778,0,0,0,0,0,0,0,0,0
ENSG00000233780,0,0,0,0,0,0,0,0,0
ENSG00000233782,0,0,0,0,0,0,0,0,0
ENSG00000233783,0,0,0,0,0,0,0.11,0,0
ENSG00000233785,0,0,0,1,1,0,0,0,0
ENSG00000233786,0,0,0,0,0,0,0,0,0
ENSG00000233787,0,0,0,0,0,0,0,0,0
ENSG00000233788,0,0,0,0,0,0,0,0,0
ENSG00000233791,0,0,0,0,0,0,0,0,0
ENSG00000233792,0,0,0,0,0,0,0,0,0
ENSG00000233796,0,0,0,0,0,0,0,0,0
ENSG00000233797,0,0,0,0,0,0,0,0,0
ENSG00000233798,0,0,0,0,0,0,0,0,0
ENSG00000233799,0,0,0,0,0,0,0,0,0
ENSG00000233800,0,0,0,0,1,0,0,0,0
ENSG00000233802,0,0,0,0,0,0,0,0,0
ENSG00000233803,0,0,0,0,0,0,0,0,0
ENSG00000233805,0,0,0,0,0,0,0,0,0
ENSG00000233806,1,1,1,4,1,2,0.45,0,0.72
ENSG00000233807,0,0,0,0,0,0,0,0,0
ENSG00000233810,0,0,0,0,0,0,0,0,0
ENSG00000233812,0,0,0,0,0,0,0,0,0
ENSG00000233814,0,0,0,0,0,0,0,0,0
ENSG00000233816,0,0,0,0,0,0,0,0,0
ENSG00000233817,1,0,3,0,1,0,0,0,0.04
ENSG00000233818,3,1,6,4,3,1,0.47,0.49,0.27
ENSG00000233819,0,0,0,0,0,0,0,0,0
ENSG00000233820,0,0,0,0,0,0,0,0,0
ENSG00000233821,0,0,0,0,0,0,0,0,0
ENSG00000233822,3,8,11,10,1,9,0.03,0.45,0.74
ENSG00000233823,0,0,0,0,0,0,0,0,0
ENSG00000233824,0,0,0,0,0,0,0,0,0
ENSG00000233825,0,0,0,0,0.64,1.92,0,4.36,0.84
ENSG00000233827,0,0,0,0,0,0,0,0,0
ENSG00000233828,0,0,0,0,0,0,0,0,0
ENSG00000233829,0,0,0,0,0,0,0,0,0
ENSG00000233830,5,4,9,5,10,11,2.51,1.55,1.3
ENSG00000233832,0,0,0,0,0,0,0,0,0
ENSG00000233833,0,0,0,0,0,0,0,0,0
ENSG00000233834,1,0,0,1,2,0,1.13,0.16,0
ENSG00000233835,0,0,0,0,0,0,0,0,0
ENSG00000233836,7,2,0,3.01,0,1,0.33,0.38,0.15
ENSG00000233837,0,0,0,0,0,0,0,0,0
ENSG00000233838,3.42,4.55,4.04,0,0,3.86,0.31,1.95,0
ENSG00000233839,0,0,0,0,0,0,0,0,0
ENSG00000233840,0,0,0,0,0,0,0,0,0
ENSG00000233842,0,0,0,0,0,0,0,0,0
ENSG00000233843,0,0,0,0,0,0,0,0,0
ENSG00000233844,0,0,0,0,0,0,0,0,0
ENSG00000233845,0,0,0,0,0,0,0,0,0
ENSG00000233846,0,1,0,0,0,1,0,0,0
ENSG00000233847,0,0,0,0,0,0,0,0,0
ENSG00000233848,0,0,0,0,0,0,0,0,0
ENSG00000233849,0,0,0,0,0,0,0,0,0
ENSG00000233850,0,0,0,0,0,0,0,0,0
ENSG00000233851,0,0,0,0,0,0,0,0,0
ENSG00000233852,0,0,0,0,0,0,0,0,0
ENSG00000233854,0,0,0,0,0,0,0,0,0
ENSG00000233858,0,0,0,0,0,0,0.02,0,0
ENSG00000233859,0,1,0,0,1,0,0.08,0,0
ENSG00000233860,0,0,0,0,0,0,0,0,0
ENSG00000233861,0,0,0,0,0,0,0,0,0
ENSG00000233862,0,0,0,0,0,0,0,0,0
ENSG00000233863,0,0,0,0,0,0,0,0,0
ENSG00000233864,0,0,0,0,0,0,0,0,0
ENSG00000233866,0,0,0,0,0,0,0,0,0
ENSG00000233867,0,0,0,0,0,0,0,0,0
ENSG00000233868,0,0,2,0,0,0,0,1.44,0.5
ENSG00000233869,0,0,0,0,0,0,0,0,0
ENSG00000233870,0,0,0,0,0,0,0,0,0
ENSG00000233871,0,0,0,0,1,0,0,0,0
ENSG00000233872,0,0,0,0,0,0,0,0,0
ENSG00000233873,0,0,0,0,0,0,0,0,0
ENSG00000233874,0,0,0,0,0,0,0,0,0
ENSG00000233875,0,0,0,0,0,0,0,0,0
ENSG00000233876,0,0,0,0,0,0,0,0,0
ENSG00000233877,0,0,0,0,0,0,0,0,0
ENSG00000233878,0,0,0,0,0,0,0.05,0,0
ENSG00000233880,0,0,0,0,0,0,0,0,0
ENSG00000233882,0,0,0,0,0,0,0,0,0
ENSG00000233884,0,0,0,0,0,0,0,0,0
ENSG00000233885,0,4.12,3,0,9.02,5.04,0,0,0.03
ENSG00000233887,0,0,0,0,0,0,0,0,0
ENSG00000233888,0,0,0,0,0,0,0,0,0
ENSG00000233889,0,0,0,0,0,0,0,0,0
ENSG00000233891,0,0,0,0,0,0,0,0,0
ENSG00000233892,0,0,0,1,0,2,0.13,0,0
ENSG00000233893,0,0,0,0,0,0,0,0,0
ENSG00000233894,0,0,0,0,0,0,0,0,0
ENSG00000233895,8,6,3,6,4.33,7,0.16,4.2,0.67
ENSG00000233896,0,0,0,0,0,0,0,0,0
ENSG00000233899,7,4,10,8,12,10,0.2,0.08,0.08
ENSG00000233900,0,0,0,0,0,0,0,0,0
ENSG00000233901,28,28,44,33,12,19,1.29,2.26,1.65
ENSG00000233902,0,0,0,0,0,0,0.2,0,0
ENSG00000233903,0,0,1,0,1,0,0,0,0
ENSG00000233905,0,0,0,0,0,0,0,0,0
ENSG00000233906,0,0,0,0,0,0,0,0,0
ENSG00000233907,0,0,0,0,0,0,0,0,0
ENSG00000233908,0,0,0,0,0,0,0,0,0
ENSG00000233909,0,0,0,0,0,0,0,0,0
ENSG00000233910,0,0,0,0,0,0,0,0,0
ENSG00000233912,1,0,0,0,0,0,0,0.16,0.14
ENSG00000233913,8,6,6,7,9,5,2.6,2.68,1.07
ENSG00000233915,0,0,0,0,0,0,0,0,0
ENSG00000233916,0,0,0,1,0,0,0,0,0
ENSG00000233917,0,0,0,0,0,0,0,0,0
ENSG00000233918,0,0,0,0,0,0,0,0,0
ENSG00000233919,0,0,0,0,0,0,0,0,0
ENSG00000233920,0,0,0,0,0,0,0,0,0
ENSG00000233921,0,0,0,0,0,0,0,0,0
ENSG00000233922,1,0,2,2,1,4,0,0,0.13
ENSG00000233924,0,0,0,0,0,0,0,0,0
ENSG00000233926,0,0,0,0,0,0,0,0,0
ENSG00000233927,1671.99,1504,1855,1411,1371,1311,742.19,807.05,730.72
ENSG00000233928,0,0,0,0,0,0,0,0,0
ENSG00000233929,0,0,0,0,0,0,0,0,0
ENSG00000233930,0,1,0,0,1,0,0,0,0
ENSG00000233932,0,0,0,0,0,0,0,0,0
