"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"frameshift variant / stop retained variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice region variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice donor variant / splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice acceptor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"3 prime UTR variant",52,60,1.67878386814435e-20,-0.202816882999687,0.2467,1,MMEB9_E2
"5 prime UTR variant",8,10,3.7e-24,-0.289506617194985,0.5438,1,MMEB9_E2
"TF binding site variant",1,1,3.7e-24,0,1,1,MMEB9_E2
"downstream gene variant",514,520,0.0142112424613775,-0.0167109402079275,0.7821,1,MMEB9_E2
"intergenic variant",2750,2471,0.186752423335184,0.154277396411836,0,0,MMEB9_E2
"intron variant",2849,3125,0.226849708019868,-0.133355859060198,0,0,MMEB9_E2
"intron variant / NMD transcript variant",93,87,5.2157570597223e-14,0.09515723304034,0.5508,1,MMEB9_E2
"intron variant / non coding transcript variant",908,866,0.0419964680141834,0.0682483009722722,0.1341,1,MMEB9_E2
"missense variant",41,59,1.6707049410905e-19,-0.514573172829758,0.0055,0.121,MMEB9_E2
"non coding transcript exon variant",29,37,3.7e-24,-0.341036917835067,0.1457,1,MMEB9_E2
"regulatory region variant",394,387,0.00223005320287223,0.0257960008773375,0.7333,1,MMEB9_E2
"splice donor variant",2,1,3.7e-24,0.584962500721156,0.6661,1,MMEB9_E2
"splice donor variant / non coding transcript variant",1,0,3.7e-24,1,0.1804,1,MMEB9_E2
"splice polypyrimidine tract variant / intron variant",1,4,3.7e-24,-1.32192809488736,0.095,1,MMEB9_E2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",3,0,3.7e-24,2,0.0209,0.306533333333333,MMEB9_E2
"splice region variant / non coding transcript exon variant",1,0,3.7e-24,1,0.3167,1,MMEB9_E2
"splice region variant / splice polypyrimidine tract variant / intron variant",2,2,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / synonymous variant",1,0,3.7e-24,1,0.4489,1,MMEB9_E2
"stop gained",2,3,3.7e-24,-0.415037499278844,0.4031,1,MMEB9_E2
"synonymous variant",21,19,3.7e-24,0.137503523749935,0.6501,1,MMEB9_E2
"synonymous variant / NMD transcript variant",2,0,3.7e-24,1.58496250072116,0.014,0.2464,MMEB9_E2
"upstream gene variant",487,494,0.000546712844192539,-0.0205473774040857,0.7478,1,MMEB9_E2
"3 prime UTR variant / NMD transcript variant",0,1,3.7e-24,-1,0.4162,1,MMEB9_E2
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"missense variant / splice region variant",0,2,3.7e-24,-1.58496250072116,9e-04,0.0264,MMEB9_E2
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / intron variant",0,1,3.7e-24,-1,0.4595,1,MMEB9_E2
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop lost",0,0,3.7e-24,0,1,1,MMEB9_E2
"frameshift variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor region variant / intron variant",0,1,3.7e-24,-1,0.4143,1,MMEB9_E2
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"start lost",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"inframe deletion",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"start lost / splice region variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop retained variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"frameshift variant / start lost",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop gained / start lost",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice acceptor variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / stop retained variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice acceptor variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop gained / splice donor 5th base variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"coding sequence variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"inframe deletion / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"start lost / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice region variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"missense variant / splice donor 5th base variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"3 prime UTR variant",63,73,3.4175400852407e-19,-0.20945336562895,0.2141,1,MMEB9_E3
"5 prime UTR variant",16,12,3.7e-24,0.387023123109247,0.3112,1,MMEB9_E3
"downstream gene variant",657,655,0.0034920184140656,0.00439176911715763,0.9483,1,MMEB9_E3
"intergenic variant",3335,3067,0.0195343427733401,0.12082080594173,0,0,MMEB9_E3
"intron variant",3546,3918,0.256230393236042,-0.143886242667021,0,0,MMEB9_E3
"intron variant / NMD transcript variant",82,99,1.32281264312405e-14,-0.2688167584278,0.0647,0.916583333333333,MMEB9_E3
"intron variant / non coding transcript variant",1010,985,0.0287326173757264,0.0361234455251031,0.4066,1,MMEB9_E3
"missense variant",66,75,1.08798244952018e-15,-0.181838322985813,0.2439,1,MMEB9_E3
"missense variant / splice region variant",2,2,3.7e-24,0,1,1,MMEB9_E3
"non coding transcript exon variant",52,46,3.7e-24,0.173331602885562,0.4124,1,MMEB9_E3
"regulatory region variant",556,472,0.00291543792285106,0.235837144000637,4e-04,0.010625,MMEB9_E3
"splice acceptor variant",1,1,3.7e-24,0,1,1,MMEB9_E3
"splice donor 5th base variant / intron variant",1,0,3.7e-24,1,0.3937,1,MMEB9_E3
"splice donor region variant / intron variant",1,2,3.7e-24,-0.584962500721156,0.271,1,MMEB9_E3
"splice donor variant",1,2,3.7e-24,-0.584962500721156,0.2684,1,MMEB9_E3
"splice polypyrimidine tract variant / intron variant",4,5,3.7e-24,-0.263034405833794,0.6717,1,MMEB9_E3
"splice region variant / 5 prime UTR variant",1,0,3.7e-24,1,0.1755,1,MMEB9_E3
"splice region variant / splice polypyrimidine tract variant / intron variant",3,3,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / synonymous variant",1,1,3.7e-24,0,1,1,MMEB9_E3
"stop gained",3,4,3.7e-24,-0.321928094887362,0.6412,1,MMEB9_E3
"synonymous variant",21,24,3.7e-24,-0.184424571137427,0.5466,1,MMEB9_E3
"synonymous variant / NMD transcript variant",2,0,3.7e-24,1.58496250072116,0.014,0.238,MMEB9_E3
"upstream gene variant",646,612,0.0128109129214998,0.0778786383017259,0.1667,1,MMEB9_E3
"3 prime UTR variant / NMD transcript variant",0,2,3.7e-24,-1.58496250072116,5e-04,0.010625,MMEB9_E3
"TF binding site variant",0,1,3.7e-24,-1,0.4102,1,MMEB9_E3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"start lost",0,0,3.7e-24,0,1,1,MMEB9_E3
"frameshift variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop lost",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop retained variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / intron variant",0,1,3.7e-24,-1,0.4244,1,MMEB9_E3
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"start lost / splice region variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor variant / splice donor region variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / stop retained variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"start lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop gained / frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice region variant / stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop gained / frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"frameshift variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"missense variant / splice donor region variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"start lost / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor variant / splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop gained / splice donor 5th base variant",0,0,3.7e-24,0,1,1,MMEB9_E3
